SKU,Launch Year,SKUs Recently Added,CategoryID,ProductID,RootModelNumber,Category,Product,Configuration,CurrentMinRetailerPrice,CurrentAvgRetailerPrice,CurrentMaxRetailerPrice,Online Price Quartile,Retailer Price Quartile,Online Price Range,Brand,Series,Standard Color,Capacity Range,Width (Approx.),Built-in Water Heater,Energy Rating,Motor Speeds,Stackable,Steam Cycle,Maximum RPM,CEE Tier,Wash Basket Material,Number Wash Cycles,Derivative Model,Model Status,Wifi Connected,Capacity (cu ft),ADA Compliant,Cold Optimized,Agitator or Impeller,Commercial (Yes/No),Detergent Dispenser,Fabric Softener Dispenser,Bleach Dispenser,POD Dispenser,Auto Dose Dispenser,Description,Key Feature,Key Feature1,Key Feature2,Key Feature3,Key Feature4,Key Feature5,Additional Features1,Additional Features2,Additional Features3,Additional Features4,Additional Features5,Additional Features6,Additional Features7,Additional Features8,Additional Features9,Additional Features10,Additional Features11,Additional Features12,Additional Features13,Additional Features14,Additional Features15,Color Description,Width,Height,Depth,Additional Dimensions1,Additional Dimensions2,Additional Dimensions3,Appearance1,Appearance2,Appearance3,Appearance4,Appearance5,Appearance6,Appearance7,Appearance8,Appearance9,Appearance10,Appearance11,Capacity1,Capacity2,Controls1,Controls2,Controls3,Controls4,Controls5,Controls6,Controls7,Controls8,Controls9,Controls10,Convenience Features1,Convenience Features2,Convenience Features3,Convenience Features4,Convenience Features5,Convenience Features6,Convenience Features7,Convenience Features8,Convenience Features9,Convenience Features10,Convenience Features11,Convenience Features12,Convenience Features13,Convenience Features14,Convenience Features15,Convenience Features16,Convenience Features17,Dimensions1,Dimensions2,Energy/Sound/Power1,Energy/Sound/Power2,Energy/Sound/Power3,Energy/Sound/Power4,Energy/Sound/Power5,Energy/Sound/Power6,Energy/Sound/Power7,Energy/Sound/Power8,Wash Cycles1,Wash Cycles2,Wash Cycles3,Wash Cycles4,Wash Cycles5,Wash Cycles6,Wash Cycles7,Wash Cycles8,Wash Cycles9,Wash Cycles10,Wash Cycles11,Wash Cycles12,Wash Cycles13,Wash Cycles14,Wash Cycles15,Wash Cycles16,Wash Cycles17,Wash Cycles18,Wash Cycles19,Wash Cycles20,Wash Cycles21,Wash Cycles22,Wash Cycles23,Wash Cycles24,Wash Cycles25,Wash Cycles26,Wash Cycles27,Wash Cycles28,Wash Cycles29,Wash Cycles30,Wash Cycles31,Wash Cycles32,Wash Cycles33,Wash Cycles34,Wash Cycles35,Wash Cycles36,Wash Cycles37,Wash Cycles38,Wash Cycles39,Wash Cycles40,Wash Cycles41,Washing System1,Washing System2,Washing System3,Washing System4,Washing System5,Washing System6,Washing System7,Washing System8,Washing System9,Washing System10,Washing System11,Washing System12,Washing System13,Washing System14,Washing System15,Washing System16
wa54cg7150ad,2023,8/28/2023,1,12,,Laundry,Washers,Top Load,798,870,1149,,High/Mid - 50% to 75%,,Samsung,,Blue,5.0 & Larger cu ft,28,No,Energy Star®,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,11 to 13,,Active Model,Yes,5.4,Unassigned,Yes,Agitator,No,Yes,Yes,No,No,No,5.4 cu.ft. Smart Top Load Washer with Pet Care Solution and Supe,,17 Wash Cycles with 10 Options,Pet Care Solution,Energy Star® Certified,SuperSpeed Wash Cycle,,Optional - Matching Gas Dryer (DVG54CG7150D),,,,,,,,,,,,,,,Brushed Navy,,,,"27"" Minimum Opening (Width)",,,Euro Deep Gray Door,,,,,,,,,,,5.4 Cu Ft Capacity,,Dial Control,,,,,,,,,,Child Lock,,,,,,,,,,,,,,,,,"45 4/5"" H x 29 2/5"" D x 27 1/2"" W",,120 kWh per Year Energy Consumption,,,,,,,,Deep Wash Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Water Levels,Agitator,,,,,,,,,,,,,,
wa54cg7150aw,2023,8/28/2023,1,12,,Laundry,Washers,Top Load,798,849,1049,,High/Mid - 50% to 75%,,Samsung,,White,5.0 & Larger cu ft,28,No,Energy Star®,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,11 to 13,,Active Model,Yes,5.4,Unassigned,Yes,Agitator,No,Yes,Yes,No,No,No,5.4 cu.ft. Smart Top Load Washer with Pet Care Solution and Supe,,17 Wash Cycles with 10 Options,Pet Care Solution,Energy Star® Certified,SuperSpeed Wash Cycle,,Optional - Matching Gas Dryer (DVG54CG7150W),,,,,,,,,,,,,,,White,,,,"27"" Minimum Opening (Width)",,,White Finish,,,,,,,,,,,5.4 Cu Ft Capacity,,Dial Control,,,,,,,,,,Child Lock,,,,,,,,,,,,,,,,,"45 4/5"" H x 29 2/5"" D x 27 1/2"" W",,120 kWh per Year Energy Consumption,,,,,,,,Deep Wash Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Water Levels,Agitator,,,,,,,,,,,,,,
wa54r7200av,2019,10/3/2019,1,12,WA54R7200A,Laundry,Washers,Top Load,,,,,Retail Price Not Available,,Samsung,,Black Stainless,5.0 & Larger cu ft,27,No,Energy Star®,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,8 to 10,No,Active Model,No,5.4,No,No,Impeller,No,Yes,Yes,No,No,No,5.4 cu ft Top Load Washer,,,Active WaterJet,Energy Star®,,,,Optional - Electric Dryer (DVE54R7200V/A3),,,,,,,,,,,,,,Black Stainless,27 1/2 inches,44 9/16 inches,29 2/5 inches,"27"" Minimum Width",,,EZ Door Design,Fingerprint Resistant Black Stainless Steel Finish,,Soft Close Lid,Swirl+ Drum Interior,Tint Glass Door,Top Load Design,,,,,5.4 Cu Ft Capacity,,,Integrated Control Panel,LED Console Display,Time Remaining Display,,,,,,,Alarm Off,,Child Lock,Delay End,EZ Drawer Dispenser,Fabric Softener Dispenser,Main Wash Dispenser,,,,,,,,,,,"44 9/16"" H x 29 2/5"" D x 27 1/2"" W",,,Energy Star®,,,,,,,10 Wash Cycles with 7 Options,,Deep Fill Option,Delicates/ Hand Wash Cycle,Heavy Duty Cycle,Normal Wash Cycle,Permanent Press Cycle,Pre-Soak Option,Quick Wash Cycle,Rinse & Spin Cycle,Self Clean Cycle,Smart Care Option,Spin Only Cycle,Water Proof Cycle,Whites Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5 Spin Speeds - High, Med High, Med, Low, No Spin","5 Temp Levels - Hot, Warmer, Warm, Cool, Cold",750 RPM Maximum Spin Speed,Active WaterJet,Deep Fill,Impeller,,,,,,,,,
wa55a7300ae,2021,12/12/2021,1,12,,Laundry,Washers,HE Top Load Washers,760,1012,1199,,High - 75% & Above,,Samsung,,Other,5.0 & Larger cu ft,28,No,Energy Star®,5,No,No,700 to 799,Unassigned,Stainless Steel,11 to 13,No,Active Model,Yes,5.5,No,Yes,Impeller,No,Yes,Yes,No,No,No,5.5 cu ft Top Load Washer,,17 Wash Cycles with 10 Options,Super Speed Wash,Energy Star®,,,,,Smart Care Technology,,,,,,,,,,,,,Copper,27 1/2 inches,45 4/5 inches,29 2/5 inches,,,,Euro Deep Gray Door,Ivory Finish,,Stainless Steel Pulsator,Swirl+ Drum Interior,Top Load Design,,,,,,5.5 Cu Ft Capacity,,,Integrated Control Panel,Remaining Time Display,,,,,,,,"Accessibility (AUI, Braille)",,Child Lock,Delay End - Up to 24 Hours,Detergent Dispenser,Door Safety Lock,Drum Light,End of Cycle Signal,Fabric Softener Dispenser,Internal Water Heater,Smart Care Technology,Smart Control,Sound On / Off,Water Temperature Setting,WiFi Connectivity,"Works w/ Bixby, Amazon Alexa, Google Assistant",,"45 4/5"" H x 29 2/5"" D x 27 1/2"" W",,120 kWh/Yr,"120V, 60 Hz, 15 Amps",,,,,,,17 Wash Cycles w/ 10 Options,5 Downloadable Washing Cycles,Activewear Cycle,Bedding / Waterproof Cycle,Colors Wash Cycle,,Delicates Cycle,Denim Cycle,Downloaded Cycle,Eco Cold Wash,Fabric Softener Option,Heavy Duty Cycle,Normal Wash Cycle,Permanent Press Cycle,Power Rinse Cycle,Pre Soak Option,Quick Wash Cycle,Rinse + Spin Cycle,Self Clean Cycle,Spin Only Option,Super Speed Cycle,Super Speed Option,Whites Cycle,Wool Cycle,,,,,,,,,,,,,,,,,,,5 Spin Speeds,5 Temperature Levels,750 RPM Maximum Spin Speed,Active Water Jet,Deep Fill,,Vibration Reduction Technology (VRT™),Impeller,,,,,,,
wa55a7700av,2021,12/12/2021,1,12,,Laundry,Washers,HE Top Load Washers,800,1108,1299,,High - 75% & Above,,Samsung,,Black Stainless,5.0 & Larger cu ft,28,No,Energy Star®,5,No,No,700 to 799,Unassigned,Stainless Steel,11 to 13,No,Active Model,Yes,5.5,No,Yes,Impeller,No,Yes,Yes,No,No,Yes,5.5 cu ft Top Load Washer,,,Super Speed Wash,Energy Star®,Auto Dispense System,,,,Smart Care Technology,,,,,,,,,,,,,Black Stainless,27 1/2 inches,45 4/5 inches,29 2/5 inches,,,,Brushed Black Finish,Euro Deep Gray Door,,Stainless Steel Pulsator,Swirl+ Drum Interior,Top Load Design,,,,,,5.5 Cu Ft Capacity,,,Integrated Control Panel,Remaining Time Display,,,,,,,,"Accessibility (AUI, Braille)",,Child Lock,Delay End - Up to 24 Hours,Detergent Dispenser,Door Safety Lock,Drum Light,End of Cycle Signal,Fabric Softener Dispenser,Internal Water Heater,Smart Care Technology,Smart Control,Sound On / Off,Water Temperature Setting,WiFi Connectivity,"Works w/ Bixby, Amazon Alexa, Google Assistant",,"45 4/5"" H x 29 2/5"" D x 27 1/2"" W",,120 kWh/Yr,"120V, 60 Hz, 15 Amps",,,,,,,17 Wash Cycles w/ 11 Options,5 Downloadable Washing Cycles,Activewear Cycle,Bedding / Waterproof Cycle,Colors Wash Cycle,,Delicates Cycle,Denim Cycle,Downloaded Cycle,Eco Cold Wash,Fabric Softener Option,Heavy Duty Cycle,Normal Wash Cycle,Permanent Press Cycle,Power Rinse Cycle,Pre Soak Option,Quick Wash Cycle,Rinse + Spin Cycle,Self Clean Cycle,Spin Only Option,Super Speed Cycle,Super Speed Option,Whites Cycle,Wool Cycle,,,,,,,,,,,,,,,,,,,5 Spin Speeds,5 Temperature Levels,750 RPM Maximum Spin Speed,Active WaterJet,Auto Dispense System,Deep Fill,,Vibration Reduction Technology (VRT™),Impeller,,,,,,
wa55cg7100av,2023,7/17/2023,1,12,,Laundry,Washers,Top Load,747,748,750,,Low/Mid - 25% to 50%,,Samsung,,Black,5.0 & Larger cu ft,28,No,Energy Star®,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,11 to 13,,Active Model,Yes,5.5,Unassigned,Yes,Impeller,No,Yes,Yes,No,No,No,5.5 cu.ft. Extra-Large Capacity Smart Top Load Washer with Super,,17 Wash Cycles with 10 Options,Active Water Jet,Energy Star® Certified,Super Speed Wash,,Optional - Matching Gas Dryer (DVG55CG7100V),,,,,,,,,,,,,,,Brushed Black,,,,"27"" Minimum Opening (Width)",,,Brushed Black Finish,,,,,,,,,,,5.5 Cu Ft Capacity,,Dial Control,,,,,,,,,,Child Lock,,,,,,,,,,,,,,,,,"45 4/5"" H x 29 2/5"" D x 27 1/2"" W",,120 kWh per Year Energy Consumption,,,,,,,,Deep Wash Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Spin Speeds,,,,,,,,,,,,,,,
wa55cg7100aw,2023,7/17/2023,1,12,,Laundry,Washers,Top Load,748,749,750,,Low/Mid - 25% to 50%,,Samsung,,White,5.0 & Larger cu ft,28,No,Energy Star®,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,11 to 13,,Active Model,Yes,5.5,Unassigned,Yes,Impeller,No,Yes,Yes,No,No,No,5.5 cu.ft. Extra-Large Capacity Smart Top Load Washer with Super,,17 Wash Cycles with 10 Options,Active Water Jet,Energy Star® Certified,Super Speed Wash,,Optional - Matching Gas Dryer (DVG55CG7100W),,,,,,,,,,,,,,,White,,,,"27"" Minimum Opening (Width)",,,White Finish,,,,,,,,,,,5.5 Cu Ft Capacity,,Dial Control,,,,,,,,,,Child Lock,,,,,,,,,,,,,,,,,"45 4/5"" H x 29 2/5"" D x 27 1/2"" W",,120 kWh per Year Energy Consumption,,,,,,,,Deep Wash Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Spin Speeds,,,,,,,,,,,,,,,
wa55cg7500ae,2024,4/9/2024,1,12,,Laundry,Washers,Top Load,848,849,850,,High/Mid - 50% to 75%,,Samsung,,White,5.0 & Larger cu ft,28,No,Energy Star®,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,11 to 13,,Active Model,Yes,5.5,Unassigned,No,Impeller,No,No,No,Yes,No,No,5.5 cu. ft. Extra-Large Capacity Smart Top Load Washer with Auto,,12 Wash Cycles with 10 Options,Active Water Jet,Energy Star® CertifiedEnergy Star®,Auto Dispense System,Wi-Fi Connectivity,,,,,,,,,,,,,,,,Ivory,,,,"27"" Minimum Opening (Width)",,,Top Load Design,,,,,,,,,,,5.5 Cu Ft Capacity,,Ice Blue LED Display,,,,,,,,,,Bleach Dispenser,,,,,,,,,,,,,,,,,"45 4/5"" H x 29 2/5"" D x 27 1/2"" W",,120 kWh per Year Energy Consumption,,,,,,,,Active Wear Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Soil Levels,,,,,,,,,,,,,,,
waw285h2uc,2017,11/15/2017,1,12,WAW285H2UC,Laundry,Washers,Compact & Portable Washers,1649,1649,1649,High - 75% & Above,High - 75% & Above,1387,Bosch,800 Series,White,3.0 & Under cu ft,24,Yes,Energy Star®,Unassigned,Yes,No,1300 and Over,Unassigned,Unassigned,14 or More,No,Active Model,Yes,2.2,Yes,No,,No,Yes,No,No,No,No,2.2 cu ft Compact Front Load Washer,,14 Wash Cycles with 6 Options,,Energy Star®,Super Quick 15 Minute Cycle,,,Internal Water Heater,Stackable Installation,Wash Up to 17.6 lbs–Fits Up to 18 Towels in 1 Load,Washer Plugs into Dryer for Easy Installation,,,,,,,,,,,White,23 1/2 inches,33 2/5 inches,25 inches,"Minimum Width 24""",,,,Chrome Door Frame,European Design,Front Load Model,Left Door Swing,Stainless Steel Drum,White Finish,,,,,2.2 Cu. Ft. Capacity,,,,Illuminated Control Dial,Large LED Display with Remaining Time,Touch Control Technology,,,,,,,Child Lock Option,End of Cycle Signal,Interior LED Light,Load Sensor,Self-Cleaning Detergent Dispenser,,,,,,,,,,,,"33 2/5"" H x 25"" D x 23 1/2"" W",,"2,520 Watts",208/220-240 Volts,,60 Hz,84 kWh/ Year,Energy Star®,,,14 Individual Washing Programs w/ 6 Options,,AllergyPlus Cycle,Bulky Large Items Cycle,Cotton Normal Cycle,Delicates Cycle,Drain / Spin Cycle,Drum Clean Cycle,,Finish In Option,Hand Wash / Wool Cycle,Permanent Press Cycle,Permanent Press Heavy Soil Cycle,Prewash Option,Quick 30 Cycle,Remote Start Option,Rinse Cycle,Rinse Plus Option,Sanitize Cycle,SpeedPerfect™ Option,Spin Speed Option,Stains Option,Start / Pause Option,Super Quick 15 Min. Cycle,Temperature Option,Towels Cycle,Whitest Whites Cycle,,,,,,,,,,,,,,,,ActiveWater® Technology,AntiVibration Technology,EcoSilense™ Motor,Sensor-Controlled Automatic Washing Programs,Unbalance Sensor,,,,,,,,,,
wd100cw,2021,5/20/2021,1,12,,Laundry,Washers,Compact & Portable Washers,,,,,Retail Price Not Available,,LG,SideKick,White,3.0 & Under cu ft,27,No,Unassigned,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,7 or Less,No,Active Model,Yes,1,No,No,,,No,No,No,No,No,"27"" Pedestal Washer",,1.0 cu ft Capacity,,3 Motion Technology,"Use w Select 27"" Front Load Washers",,Forced Drain System,,,,,,,,,,,,,,,White,27 inches,14 1/8 inches,30 3/4 inches,"Minimum 27"" Width",,,,Painted Top Plate,PCM Cabinet,Pedestal Washer Design,Plastic / Chrome Door Rim,Plastic Control Panel,Transparent Tinted Door Glass,White Finish,,,,,,,Electronic Control Panel with LED Display,Touch Button Controls,,,,,,,,4 Adjustable Leveling Legs,,End of Cycle Signal,Forced Drain System,,,,,,,,,,,,,,"14 1/8"" H x 30 3/4"" D x 27"" W",,"120V, 5 Amps",,,,,,,,6 Wash Programs with 3 Options,,Extra Rinse Option,Hand Wash Cycle,Intimates Cycle,Normal Cycle,Rinse+Spin Cycle,Tub Clean Cycle,Warm Water Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Wash / Rinse Temps - Warm, Cold",700 Maximum RPM,,Twin Wash™ Compatible,,,,,,,,,,,,
wd200cb,2022,4/27/2022,1,12,,Laundry,Washers,Compact & Portable Washers,698,699,700,,Low/Mid - 25% to 50%,,LG,SideKick,Blue,3.0 & Under cu ft,29,Yes,Unassigned,Unassigned,Yes,No,700 to 799,Unassigned,Stainless Steel,7 or Less,No,Active Model,Yes,1,Unassigned,No,,No,No,No,No,No,No,29 in 1 0 cu ft SideKick Laundry Pedestal Washer with Slim Direc,,1.0 cu ft Capacity,,3 Motion Technology,"Use w Select 29"" Front Load Washers",SmartDiagnosis™,Forced Drain System,,,,,,,,,,,,,,,Black,,,,"29"" Minimum Opening (Width)",,,PCM Cabinet,,,,,,,,,,,,,Plastic Control Panel,,,,,,,,,,Child Lock,,,,,,,,,,,,,,,,,"14 1/8"" H x 30 7/8"" D x 29"" W",,"120V, 5 Amps",,,,,,,,Hand Wash Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extra Rinse Option,,,,,,,,,,,,,,,
wd200cv,2021,5/20/2021,1,12,,Laundry,Washers,Compact & Portable Washers,698,699,700,,Low/Mid - 25% to 50%,,LG,SideKick,Stainless,3.0 & Under cu ft,29,No,Unassigned,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,7 or Less,No,Active Model,Yes,1,No,No,,,No,No,No,No,No,"29"" Pedestal Washer",,1.0 cu ft Capacity,,3 Motion Technology,"Use w Select 29"" Front Load Washers",,Magnetic Remote (RCW1) Sold Separately,,,,,,,,,,,,,,,Titanium Steel,29 inches,14 1/8 inches,30 7/8 inches,"Minimum 29"" Width",,,Dark Black Tinted Round Door Cover,Graphite Steel Finish,,Painted Top Plate,PCM Cabinet,Pedestal Washer Design,Plastic Control Panel,Plastic Door Rim,,,,,,,Electronic Control Panel with LED Display,Touch Button Controls,,,,,,,,4 Adjustable Leveling Legs,,End of Cycle Signal,Forced Drain System,,,,,,,,,,,,,,"14 1/8"" H x 30 7/8"" D x 29"" W",,"120V, 5 Amps",,,,,,,,6 Wash Programs with 3 Options,,Extra Rinse Option,Hand Wash Cycle,Intimates Cycle,Normal Cycle,Rinse+Spin Cycle,Tub Clean Cycle,Warm Water Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Wash / Rinse Temps - Warm, Cold",3 Motion Technology,700 Maximum RPM,,Twin Wash™ Compatible,,,,,,,,,,,
wd205ck,2021,5/20/2021,1,12,,Laundry,Washers,Compact & Portable Washers,827,828,829,,Low/Mid - 25% to 50%,,LG,SideKick,Black Stainless,3.0 & Under cu ft,29,No,Unassigned,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,7 or Less,No,Active Model,Yes,1,No,No,,,No,No,No,No,No,"29"" Pedestal Washer",,1.0 cu ft Capacity,,SmartRinse™ Jet Spray System,"Use w Select 29"" Front Load Washers",,Magnetic Remote,,,,,,,,,,,,,,,Black Stainless Steel,29 inches,14 1/8 inches,30 7/8 inches,"Minimum 29"" Width",,,Black Stainless Steel Finish,,Painted Top Plate,PCM Cabinet,Pedestal Washer Design,Plastic / Chrome Door Rim,Plastic Control Panel,Transparent Tinted Glass Door Cover,,,,,,,Electronic Control Panel with LED Display,Touch Button Controls,,,,,,,,4 Adjustable Leveling Legs,,End of Cycle Signal,Forced Drain System,,,,,,,,,,,,,,"14 1/8"" H x 30 7/8"" D x 29"" W",,"120V, 5 Amps",,,,,,,,6 Wash Programs with 3 Options,,Extra Rinse Option,Hand Wash Cycle,Intimates Cycle,Normal Cycle,Rinse+Spin Cycle,Tub Clean Cycle,Warm Water Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Wash / Rinse Temps - Warm, Cold",3 Motion Technology,700 Maximum RPM,,SmartRinse™ Jet Spray System,Twin Wash™ Compatible,,,,,,,,,,
wd300cb,2022,11/16/2022,1,12,,Laundry,Washers,Compact & Portable Washers,698,699,700,,Low/Mid - 25% to 50%,,LG,SideKick,Black,3.0 & Under cu ft,27,No,Unassigned,Unassigned,No,No,Unassigned,Unassigned,Stainless Steel,7 or Less,,Active Model,No,1,Unassigned,No,,No,Yes,Yes,No,No,No,27 Inch Pedestal Washer with 1.0 cu. ft. Capacity,,1.0 cu ft Capacity,,TwinWash™ Compatible,ELECTRONIC CONTROLS W/ LED DISPLAY,SmartDiagnosis™,Leveling Legs,,,,,,,,,,,,,,,Black,,,,"27"" Minimum Opening (Width)",,,Black Stainless Steel Finish,,,,,,,,,,,1.0 Cu Ft Capacity,,Dual LED Display,,,,,,,,,,Child Lock,,,,,,,,,,,,,,,,,"14 1/8"" H x 30 3/4"" D x 27"" W",,"120V, 5 Amps",,,,,,,,Normal Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Variable Motor Speed,,,,,,,,,,,,,,,
wd300cv,2023,1/24/2023,1,12,,Laundry,Washers,Compact & Portable Washers,698,714,730,,Low/Mid - 25% to 50%,,LG,SideKick,Stainless,3.0 & Under cu ft,27,No,Unassigned,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,7 or Less,,Active Model,Reviewed - Unsure,1,Unassigned,No,,No,Yes,Yes,No,No,No,27 in. 1 cu. ft. Laundry Pedestal Washer with Slim DD Motor in G,,1.0 cu ft Capacity,,TwinWash™ Compatible,ELECTRONIC CONTROLS W/ LED DISPLAY,SmartDiagnosis™,Leveling Legs,,,,,,,,,,,,,,,Titanium Steel,,,,"27"" Minimum Opening (Width)",,,Pedestal Washer Design,,,,,,,,,,,1.0 Cu Ft Capacity,,Dual LED Display,,,,,,,,,,Child Lock,,,,,,,,,,,,,,,,,"14 1/8"" H x 30 3/4"" D x 27"" W",,"120V, 5 Amps",,,,,,,,Normal Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Variable Motor Speed,,,,,,,,,,,,,,,
wd300cw,2023,1/24/2023,1,12,,Laundry,Washers,Compact & Portable Washers,697,699,700,,Low/Mid - 25% to 50%,,LG,SideKick,White,3.0 & Under cu ft,27,No,Unassigned,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,7 or Less,,Active Model,Reviewed - Unsure,1,Unassigned,No,,No,Yes,Yes,No,No,No,27 in. 1 cu. ft. Laundry Pedestal Washer with Slim DD Motor in W,,1.0 cu ft Capacity,,TwinWash™ Compatible,ELECTRONIC CONTROLS W/ LED DISPLAY,SmartDiagnosis™,Leveling Legs,,,,,,,,,,,,,,,White,,,,"27"" Minimum Opening (Width)",,,White Finish,,,,,,,,,,,1.0 Cu Ft Capacity,,Dual LED Display,,,,,,,,,,Child Lock,,,,,,,,,,,,,,,,,"14 1/8"" H x 30 3/4"" D x 27"" W",,"120V, 5 Amps",,,,,,,,Normal Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Variable Motor Speed,,,,,,,,,,,,,,,
we402nv,2023,9/13/2023,1,12,,Laundry,Washers,Compact & Portable Washers,,,,,Retail Price Not Available,,Samsung,,Black,3.0 & Under cu ft,27,No,Unassigned,Unassigned,No,No,700 to 799,Unassigned,Stainless Steel,Unassigned,,Active Model,No,1,Unassigned,No,,No,No,No,No,No,No,27 in. Laundry Pedestal in Fingerprint-Resistant Brushed Black w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wf42h5000aw,8/15,Before 4/8/15,1,12,WF42H5000A,Laundry,Washers,Front Load,,,,Low - 25% & Below,Retail Price Not Available,642,Samsung,,White,3.6 to 4.2 cu ft,27,No,Energy Star®,4,Yes,No,1200 to 1299,Tier 3,Stainless Steel,8 to 10,No,Active Model,Yes,4.2,No,No,,No,No,Yes,No,No,No,4.2 cu ft Front Load Washer,,Self Cleaning+ Technology,Energy Star® Tier 3,Smart Care Quick Diagnosis,VRT™ Vibration Reduction,,,Optional Pedestal,Smart Care Technology,VRT™ Vibration Reduction,,,,,,,,,,,,Neat White,27 inches,38 11/16 inches,33 inches,"27"" Minimum Width",,,,Front Load Design,,,,,,,,,,4.2 Cu Ft DOE Capacity,,,,,,,,,,,,,Child Lock,Fabric Softener Dispenser,Main Wash Dispenser,Self-Clean+ Technology,Smart Care Technology,,,,,,,,,,,,"38 11/16"" H x 33"" D x 27"" W",,,Energy Star® Tier 3,,,,,,,,Active Wear Cycle,Bedding Cycle,Delicates Cycle,Extra Rinse Option,Extra Spin Option,Heavy Duty Cycle,Normal Cycle,Permanent Press Cycle,Quick Wash Cycle,Rinse & Spin Cycle,Spin Only Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Soil Levels,4 Spin Speeds Plus No Spin,4 Temperature Combinations,,,,,,,,,,,,
wf45b6300ac,2022,1/6/2022,1,12,,Laundry,Washers,Front Load,700,815,1149,,Low/Mid - 25% to 50%,,Samsung,,Other,4.3 to 4.9 cu ft,27,Yes,Energy Star®,Unassigned,Yes,Yes,1200 to 1299,Unassigned,Stainless Steel,14 or More,No,Active Model,No,4.5,Yes,No,,No,No,Yes,No,No,No,4.5 cu ft Front Load Steam Washer,,,Super Speed Wash,Energy Star® Qualified,Steam Options,,Drain Hose Included,,,,,,,,,,,,,,,Champagne,,,,,,,Front Load Design,,,,,,,,,,,4.5 Cu Ft Capacity,,,,,,,,,,,,Delay Start,,,,,,,,,,,,,,,,,"38 3/4"" H x 31 3/8"" D x 27"" W",,93 kWh per Year Energy Consumption,,,,,,,,Steam Sanitize Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Spin Speeds,,,,,,,,,,,,,,,
wf45b6300ap,2022,1/6/2022,1,12,,Laundry,Washers,Front Load,748,749,750,,Low - 25% & Below,,Samsung,,Stainless,4.3 to 4.9 cu ft,27,Yes,Energy Star®,Unassigned,Yes,Yes,1200 to 1299,Unassigned,Stainless Steel,14 or More,No,Active Model,No,4.5,Yes,No,,No,No,Yes,No,No,No,4.5 cu ft Front Load Steam Washer,,,Super Speed Wash,Energy Star® Qualified,Steam Options,,Drain Hose Included,,,,,,,,,,,,,,,Stainless Platinum,,,,,,,Front Load Design,,,,,,,,,,,4.5 Cu Ft Capacity,,,,,,,,,,,,Delay Start,,,,,,,,,,,,,,,,,"38 3/4"" H x 31 3/8"" D x 27"" W",,93 kWh per Year Energy Consumption,,,,,,,,Steam Sanitize Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Spin Speeds,,,,,,,,,,,,,,,
